DX_CD,DX_HSDW_SHORT_DESC,DX_HSDW_LONG_DESC
804.59,"fx mlt opn skl w/oth fx, cncus nos","open fractures involving skull or face with other bones, without mention of intracranial injury, with concussion, unspecified"
804.6,fx mlt opn skl w/oth fx w/cer lac,"open fractures involving skull or face with other bones, with cerebral laceration and contusion"
804.60,fx opn skl w/oth fx/lac unspec loc,"open fractures involving skull or face with other bones, with cerebral laceration and contusion, with state of consciousness unspecified"
804.61,"fx opn skl w/oth fx/lac, no loc","open fractures involving skull or face with other bones, with cerebral laceration and contusion, with no loss of consciousness"
804.62,fx opn skl w/oth fx/lac <1 loc,"open fractures involving skull or face with other bones, with cerebral laceration and contusion, with brief (less than one hour) loss of consciousness"
804.63,fx opn skl w/oth fx/lac 1-24 loc,"open fractures involving skull or face with other bones, with cerebral laceration and contusion, with moderate (1-24 hours) loss of consciousness"
804.64,fx opn skl w/oth fx/lac >24loc +rpc,"open fractures involving skull or face with other bones, with cerebral laceration and contusion, with prolonged (more than 24 hours) loss of consciousness and return to pre-existing conscious level"
804.65,fx opn skl w/oth fx/lac >24loc -rpc,"open fractures involving skull or face with other bones, with cerebral laceration and contusion, with prolonged (more than 24 hours) loss of consciousness, without return to pre-existing conscious level"
804.66,"fx opn skl w/oth fx/lac, nos loc","open fractures involving skull or face with other bones, with cerebral laceration and contusion, with loss of consciousness of unspecified duration"
804.69,fx opn skl w/oth fx/lac cncus nos,"open fractures involving skull or face with other bones, with cerebral laceration and contusion, with concussion, unspecified"
804.7,fx mlt opn skl w/oth fx w/cer hem,"open fractures involving skull or face with other bones with subarachnoid, subdural, and extradural hemorrhage"
804.70,"fx opn skl w/oth fx/hem, unspc loc","open fractures involving skull or face with other bones with subarachnoid, subdural, and extradural hemorrhage, with state of consciousness unspecified"
804.71,"fx opn skl w/oth fx/hem, no loc","open fractures involving skull or face with other bones with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness"
804.72,"fx opn skl w/oth fx/hem, <1 loc","open fractures involving skull or face with other bones with subarachnoid, subdural, and extradural hemorrhage, with brief (less than one hour) loss of consciousness"
804.73,"fx opn skl w/oth fx/hem, 1-24 loc","open fractures involving skull or face with other bones with subarachnoid, subdural, and extradural hemorrhage, with moderate (1-24 hours) loss of consciousness"
804.74,fx opn skl w/oth fx/hem >24loc +rpc,"open fractures involving skull or face with other bones with subarachnoid, subdural, and extradural hemorrhage, with prolonged (more than 24 hours) loss of consciousness and return to pre-existing conscious level"
804.75,fx opn skl w/oth fx/hem >24loc -rpc,"open fractures involving skull or face with other bones with subarachnoid, subdural, and extradural hemorrhage, with prolonged (more than 24 hours) loss of consciousness, without return to pre-existing conscious level"
804.76,"fx opn skl w/oth fx/hem, nos loc","open fractures involving skull or face with other bones with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration"
804.79,"fx opn skl w/oth fx/hem, cnsus nos","open fractures involving skull or face with other bones with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified"
804.8,fx mlt opn skl w/oth fx w/hem nec,"open fractures involving skull or face with other bones, with other and unspecified intracranial hemorrhage"
804.80,"fx opn skl w/oth fx/hem, unspc loc","open fractures involving skull or face with other bones, with other and unspecified intracranial hemorrhage, with state of consciousness unspecified"
804.81,fx opn skl w/oth fx/hem no loc,"open fractures involving skull or face with other bones, with other and unspecified intracranial hemorrhage, with no loss of consciousness"
804.82,fx opn skl w/oth fx/hem <1 loc,"open fractures involving skull or face with other bones, with other and unspecified intracranial hemorrhage, with brief (less than one hour) loss of consciousness"
804.83,fx opn skl w/oth fx/hem 1-24 loc,"open fractures involving skull or face with other bones, with other and unspecified intracranial hemorrhage, with moderate (1-24 hours) loss of consciousness"
804.84,fx opn skl w/oth fx/hem >24loc +rpc,"open fractures involving skull or face with other bones, with other and unspecified intracranial hemorrhage, with prolonged (more than 24 hours) loss of consciousness and return to pre-existing conscious level"
804.85,fx opn skl w/oth fx/hem >24loc -rpc,"open fractures involving skull or face with other bones, with other and unspecified intracranial hemorrhage, with prolonged (more than 24 hours) loss consciousness, without return to pre-existing conscious level"
804.86,"fx opn skl w/oth fx/hem, nos loc","open fractures involving skull or face with other bones, with other and unspecified intracranial hemorrhage, with loss of consciousness of unspecified duration"
804.89,"fx opn skl w/oth fx/hem, cncus nos","open fractures involving skull or face with other bones, with other and unspecified intracranial hemorrhage, with concussion, unspecified"
804.9,fx mlt opn skl w/oth fx w/cran inj,"open fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature"
804.90,"fx opn skl w/oth fx/inj, unspc loc","open fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, with state of consciousness unspecified"
804.91,"fx opn skl w/oth fx/inj, no loc","open fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, with no loss of consciousness"
804.92,fx opn skl w/oth fx/inj <1 loc,"open fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, with brief (less than one hour) loss of consciousness"
804.93,"fx opn skl w/oth fx/inj, 1-2 loc","open fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, with moderate (1-24 hours) loss of consciousness"
804.94,fx opn skl w/oth fx/inj >24loc +rpc,"open fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, with prolonged (more than 24 hours) loss of consciousness and return to pre-existing conscious level"
804.95,fx opn skl w/oth fx/inj >24loc -rpc,"open fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, with prolonged (more than 24 hours) loss of consciousness without return to pre-existing conscious level"
804.96,"fx opn skl w/oth fx/inj, nos loc","open fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration"
804.99,"fx opn skl w/oth fx/inj, cncus loc","open fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, with concussion, unspecified"
805,"fx, vrt column w/o spinal cd inj",fracture of vertebral column without mention of spinal cord injury
805.0,"fx, closed cervical vertebra",closed fracture of cervical vertebra without mention of spinal cord injury
805.00,"fx, closed cervical vertebra nos","closed fracture of cervical vertebra, unspecified level"
805.01,"fx, clsd, c1 vertebra",closed fracture of first cervical vertebra
805.02,"fx, clsd, c2 vertebra",closed fracture of second cervical vertebra
805.03,"fx, clsd, c3 vertebra",closed fracture of third cervical vertebra
805.04,"fx, clsd, c4 vertebra",closed fracture of fourth cervical vertebra
805.05,"fx, clsd, c5 vertebra",closed fracture of fifth cervical vertebra
805.06,"fx, clsd, c6 vertebra",closed fracture of sixth cervical vertebra
805.07,"fx, clsd, c7 vertebra",closed fracture of seventh cervical vertebra
805.08,fx closed multiple cervical vrt,closed fracture of multiple cervical vertebrae
805.1,"fracture, open vertebral, cervical",open fracture of cervical vertebra without mention of spinal cord injury
805.10,"fx, open cervical vertebra nos","open fracture of cervical vertebra, unspecified level"
805.11,"fx, open c1 vertebra",open fracture of first cervical vertebra
805.12,"fx, open c2 vertebra",open fracture of second cervical vertebra
805.13,"fx, open c3 vertebra",open fracture of third cervical vertebra
805.14,"fx, open c4 vertebra",open fracture of fourth cervical vertebra
805.15,"fx, open c5 vertebra",open fracture of fifth cervical vertebra
805.16,"fx, open c6 vertebra",open fracture of sixth cervical vertebra
805.17,"fx, open c7 vertebra",open fracture of seventh cervical vertebra
805.18,fx open multiple cervical vertebrae,open fracture of multiple cervical vertebrae
805.2,fx closed dorsal vertebra,closed fracture of dorsal (thoracic) vertebra without mention of spinal cord injury
805.3,"fx dorsal vertebra, open",open fracture of dorsal (thoracic) vertebra without mention of spinal cord injury
805.4,"fx lumbar vertebra, closed",closed fracture of lumbar vertebra without mention of spinal cord injury
805.5,"fx lumbar vertebra, open",open fracture of lumbar vertebra without mention of spinal cord injury
805.6,"fx sacrum/coccyx, closed",closed fracture of sacrum and coccyx without mention of spinal cord injury
805.7,"fx sacrum/coccyx, open",open fracture of sacrum and coccyx without mention of spinal cord injury
805.8,"fx, vertebral nos, closed",closed fracture of unspecified part of vertebral column without mention of spinal cord injury
805.9,"fx, vertebral nos, open",open fracture of unspecified part of vertebral column without mention of spinal cord injury
806,"fracture, vrt w/spinal cord injury",fracture of vertebral column with spinal cord injury
806.0,"fx clsd vrt w/spinal cd inj, crvcl",closed fracture of cervical vertebra with spinal cord injury
806.00,"fx, c1-c4 closed, cord injury nos",closed fracture of c1-c4 level with unspecified spinal cord injury
806.01,"fx, c1-c4 clsd, w/compl cd lesion",closed fracture of c1-c4 level with complete lesion of cord
806.02,"fx, c1-c4 clsd w/antr cord syndrome",closed fracture of c1-c4 level with anterior cord syndrome
806.03,"fx, c1-c4 clsd w/central cd synd",closed fracture of c1-c4 level with central cord syndrome
806.04,"fx, c1-c4 clsd w/spinal cd inj nec",closed fracture of c1-c4 level with other specified spinal cord injury
806.05,"fx, c5-c7 clsd w/spinal cd inj nec",closed fracture of c5-c7 level with unspecified spinal cord injury
806.06,"fx, c5-c7 clsd w/compl cd lesion",closed fracture of c5-c7 level with complete lesion of cord
806.07,"fx, c5-c7 clsd w/antr cord syndrome",closed fracture of c5-c7 level with anterior cord syndrome
806.08,"fx, c5-c7 clsd w/central cd synd",closed fracture of c5-c7 level with central cord syndrome
806.09,"fx, c5-c7 clsd w/spinal cd inj nec",closed fracture of c5-c7 level with other specified spinal cord injury
806.1,"fx open vrt w/spinal cd inj, crvcl",open fracture of cervical vertebra with spinal cord injury
806.10,"fx, c1-c4 opn w/spinal cd inj nos",open fracture of c1-c4 level with unspecified spinal cord injury
806.11,"fx, c1-c4 opn w/cmpl cord lesion",open fracture of c1-c4 level with complete lesion of cord
806.12,"fx, c1-c4 open w/antr cord syndrome",open fracture of c1-c4 level with anterior cord syndrome
806.13,"fx, c1-c4 open w/central cord synd",open fracture of c1-c4 level with central cord syndrome
806.14,"fx, c1-c4 open w/spinal cd inj nec",open fracture of c1-c4 level with other specified spinal cord injury
806.15,"fx, c5-c7 open w/spinal cd inj nos",open fracture of c5-c7 level with unspecified spinal cord injury
806.16,"fx, c5-c7 open w/compl cord lesion",open fracture of c5-c7 level with complete lesion of cord
806.17,"fx, c5-c7 open w/antr cord synd",open fracture of c5-c7 level with anterior cord syndrome
806.18,"fx, c5-c7 open w/central cord synd",open fracture of c5-c7 level with central cord syndrome
806.19,"fx, c5-c7 open w/spinal cd inj nec",open fracture of c5-c7 level with other specified spinal cord injury
806.2,fx clsd vrt w/spinal cd inj dorsal,closed fracture of dorsal vertebra with spinal cord injury
806.20,"fx, t1-t6 clsd w/spinal cd inj nos",closed fracture of t1-t6 level with unspecified spinal cord injury
806.21,"fx, t1-t6 clsd w/cmpl cord lesion",closed fracture of t1-t6 level with complete lesion of cord
806.22,"fx, t1-t6 clsd w/antr cord syndrome",closed fracture of t1-t6 level with anterior cord syndrome
806.23,"fx, t1-t6 clsd w/central cd synd",closed fracture of t1-t6 level with central cord syndrome
806.24,"fx, t1-t6 clsd w/spinal cd inj nec",closed fracture of t1-t6 level with other specified spinal cord injury
806.25,fx t7-t12 clsd w/spinal cd inj nos,closed fracture of t7-t12 level with unspecified spinal cord injury
806.26,fx t7-t12 clsd w/cmpl cord lesion,closed fracture of t7-t12 level with complete lesion of cord
806.27,fx t7-t12 clsd w/antr cord syndrome,closed fracture of t7-t12 level with anterior cord syndrome
806.28,fx t7-t12 clsd w/central cd synd,closed fracture of t7-t12 level with central cord syndrome
806.29,fx t7-t12 clsd w/spinal cd inj nec,closed fracture of t7-t12 level with other specified spinal cord injury
806.3,fx open vrt w/spinal cd inj dorsal,open fracture of dorsal vertebra with spinal cord injury
806.30,fx t1-t6 open w/spinal cd inj nos,open fracture of t1-t6 level with unspecified spinal cord injury
806.31,fx t1-t6 open w/compl cord lesion,open fracture of t1-t6 level with complete lesion of cord
806.32,fx t1-t6 open w/anterior cd synd,open fracture of t1-t6 level with anterior cord syndrome
806.33,fx t1-t6 open w/central cd snyd,open fracture of t1-t6 level with central cord syndrome
806.34,fx t1-t6 open w/spinal cd inj nec,open fracture of t1-t6 level with other specified spinal cord injury
806.35,fx t7-t12 open w/spinal cd inj nos,open fracture of t7-t12 level with unspecified spinal cord injury
806.36,fx t7-t12 open w/compl cord lesion,open fracture of t7-t12 level with complete lesion of cord
806.37,fx t7-t12 open w/anterior cd synd,open fracture of t7-t12 level with anterior cord syndrome
806.38,fx t7-t12 open w/central cd synd,open fracture of t7-t12 level with central cord syndrome
806.39,fx t7-t12 open w/spinal cd inj nec,open fracture of t7-t12 level with other specified spinal cord injury
806.4,fx clsd lumbar w/spinal cd injury,closed fracture of lumbar spine with spinal cord injury
806.5,fx open lumbar w/spinal cord injury,open fracture of lumbar spine with spinal cord injury
806.6,fx clsd vrt w/spinal cd inj sacrum,closed fracture of sacrum and coccyx with spinal cord injury
806.60,fx sacrum clsd w/spinal cd inj nos,closed fracture of sacrum and coccyx with unspecified spinal cord injury
806.61,fx sacrum clsd w/cauda equina lsn,closed fracture of sacrum and coccyx with complete cauda equina lesion
806.62,fx sacrum clsd w/cauda inj nec,closed fracture of sacrum and coccyx with other cauda equina injury
806.69,fx sacrum clsd w/spinal cd inj nec,closed fracture of sacrum and coccyx with other spinal cord injury
806.7,fx open vrt w/spinal cd inj sacrum,open fracture of sacrum and coccyx with spinal cord injury
806.70,fx opn vrt w/spinal cd inj nos,open fracture of sacrum and coccyx with unspecified spinal cord injury
806.71,fx sacrum opn w/cauda equina lesion,open fracture of sacrum and coccyx with complete cauda equina lesion
806.72,fx sacrum opn w/cauda injury nec,open fracture of sacrum and coccyx with other cauda equina injury
806.79,fx sacrum opn w/spinal cd inj nec,open fracture of sacrum and coccyx with other spinal cord injury
806.8,fx clsd vrt nos w/spinal cord inj,closed fracture of unspecified vertebra with spinal cord injury
806.9,fx open vrt nos w/spinal cord inj,open fracture of unspecified vertebra with spinal cord injury
807,fracture rib/sternum/larynx/trachea,"fracture of rib(s), sternum, larynx, and trachea"
807.0,"fracture, rib(s), closed",closed fracture of rib(s)
807.00,"fracture, rib nos, closed","closed fracture of rib(s), unspecified"
807.01,"fracture, one rib, closed",closed fracture of one rib
807.02,"fracture, two ribs, closed",closed fracture of two ribs
807.03,"fracture, three ribs, closed",closed fracture of three ribs
807.04,"fracture, four ribs, closed",closed fracture of four ribs
807.05,"fracture, five ribs, closed",closed fracture of five ribs
807.06,"fracture, six ribs, closed",closed fracture of six ribs
807.07,"fracture, seven ribs, closed",closed fracture of seven ribs
807.08,"fracture, eight/more ribs, closed",closed fracture of eight or more ribs
807.09,"fracture, multiple ribs, closed","closed fracture of multiple ribs, unspecified"
807.1,"fracture, rib(s), open",open fracture of rib(s)
807.10,"fracture, rib nos, open","open fracture of rib(s), unspecified"
807.11,"fracture, one rib, open",open fracture of one rib
807.12,"fracture, two ribs, open",open fracture of two ribs
807.13,"fracture, three ribs, open",open fracture of three ribs
807.14,"fracture, four ribs, open",open fracture of four ribs
807.15,"fracture, five ribs, open",open fracture of five ribs
807.16,"fracture, six ribs, open",open fracture of six ribs
807.17,"fracture, seven ribs, open",open fracture of seven ribs
807.18,"fracture, eight/more ribs, open",open fracture of eight or more ribs
807.19,"fracture, multiple ribs, open","open fracture of multiple ribs, unspecified"
807.2,"fracture, sternum, closed",closed fracture of sternum
807.3,"fracture, sternum, open",open fracture of sternum
807.4,flail chest,flail chest
807.5,fracture larynx/trachea closed,closed fracture of larynx and trachea
807.6,fracture larynx/trachea open,open fracture of larynx and trachea
808,"fracture, pelvis",fracture of pelvis
808.0,fracture acetabulum closed,closed fracture of acetabulum
808.1,fracture acetabulum open,open fracture of acetabulum
808.2,fracture of pubis closed,closed fracture of pubis
808.3,fracture of pubis open,open fracture of pubis
808.4,"fx, pelvic, other, closed",closed fracture of other specified part of pelvis
808.41,"fracture, ilium closed",closed fracture of ilium
808.42,"fracture, ischium closed",closed fracture of ischium
808.43,"fx, mlt pelvis w/plv disrupt, clsd",multiple closed pelvic fractures with disruption of pelvic circle
808.49,"fx, pelvic nec, closed","closed fracture of other specified part of pelvis, other"
808.5,"fx, pelvic, other, open","open fracture of pelvis, other specified part"
808.51,"fracture, ilium open",open fracture of ilium
808.52,"fracture, ischium open",open fracture of ischium
808.53,"fx, mlt pelvis w/plv disrupt, open",multiple open pelvic fractures with disruption of pelvic circle
808.59,"fx, pelvic nec, open",open fracture of other specified part of pelvis
808.8,"fx, pelvic nos, closed",unspecified closed fracture of pelvis
808.9,"fx, pelvic nos, open",unspecified open fracture of pelvis
809,"fx, ill-defined, bones, trunk",ill-defined fractures of bones of trunk
809.0,"fracture, trunk bone, closed","fracture of bones of trunk, closed"
809.1,"fracture, trunk bone, open","fracture of bones of trunk, open"
810,"fracture, clavicle",fracture of clavicle
810.0,"fx, clavicle, closed",closed fracture of clavicle
810.00,"fx clavicle nos, closed","closed fracture of clavicle, unspecified part"
810.01,"fx clavicle, sternum end, closed",closed fracture of sternal end of clavicle
810.02,"fx clavicle shaft, closed",closed fracture of shaft of clavicle
810.03,"fx clavicle, acromial end, closed",closed fracture of acromial end of clavicle
810.1,"fx, clavicle, open",open fracture of clavicle
810.10,"fx clavicle nos, open","open fracture of clavicle, unspecified part"
810.11,"fx clavicle, sternum end, open",open fracture of sternal end of clavicle
810.12,"fx clavicle shaft, open",open fracture of shaft of clavicle
810.13,"fx clavicle, acromial end, open",open fracture of acromial end of clavicle
811,"fracture, scapula",fracture of scapula
811.0,"fx, scapula, closed",closed fracture of scapula
811.00,"fx scapula nos, closed","closed fracture of scapula, unspecified part"
811.01,"fx scapula, acromial process, clsd",closed fracture of acromial process of scapula
811.02,"fx scapula, coracoid process, clsd",closed fracture of coracoid process of scapula
811.03,"fx scapula, glenoid cavity, closed",closed fracture of glenoid cavity and neck of scapula
811.09,"fx scapula nec, closed",closed fracture of other part of scapula
811.1,"fx, scapula, open",open fracture of scapula
811.10,"fx scapula nos, open","open fracture of scapula, unspecified part"
811.11,"fx scapula, acromial process, open",open fracture of acromial process of scapula
811.12,"fx scapula, coracoid process, open",open fracture of coracoid process
811.13,"fx scapula, glenoid cavity, open",open fracture of glenoid cavity and neck of scapula
811.19,"fx scapula nec, open",open fracture of other part of scapula
812,"fracture, humerus",fracture of humerus
812.0,"fx, humerus, upper end, closed","fracture of upper end of humerus, closed"
812.00,"fx upper end humerus nos, closed","fracture of unspecified part of upper end of humerus, closed"
812.01,"fx surgical neck humerus, closed","fracture of surgical neck of humerus, closed"
812.02,"fx anatomical neck humerus, closed","fracture of anatomical neck of humerus, closed"
812.03,"fx greater tuberos humerus, closed","fracture of greater tuberosity of humerus, closed"
812.09,"fx upper humerus nec, closed",other closed fractures of upper end of humerus
812.1,"fx, humerus, upper end, open","fracture of upper end of humerus, open"
812.10,"fx upper end humerus nos, open","fracture of unspecified part of upper end of humerus, open"
812.11,"fx surgical end humerus, open","fracture of surgical neck of humerus, open"
812.12,"fx anatomical neck humerus, open","fracture of anatomical neck of humerus, open"
812.13,"fx greater tuberosity humerus, open","fracture of greater tuberosity of humerus, open"
812.19,"fx upper humerus nec, open",other open fracture of upper end of humerus
812.2,"fx, humerus fracture, closed",closed fracture of shaft or unspecified part of humerus
812.20,"fx humerus nos, closed","fracture of unspecified part of humerus, closed"
812.21,"fx humerus shaft, closed","fracture of shaft of humerus, closed"
812.3,"fx, humerus fracture, open","fracture of shaft or unspecified part of humerus, open"
812.30,"fx humerus nos, open","fracture of unspecified part of humerus, open"
812.31,"fx humerus shaft, open","fracture of shaft of humerus, open"
812.4,"fx, humerus, lower end, closed","fracture of lower end of humerus, closed"
812.40,"fx lower humerus nos, closed","fracture of unspecified part of lower end of humerus, closed"
812.41,"fx, supracondylar humerus, closed","supracondylar fracture of humerus, closed"
812.42,"fx humerus, lateral condyle, closed","fracture of lateral condyle of humerus, closed"
812.43,"fx humerus, medial condyle, closed","fracture of medial condyle of humerus, closed"
812.44,"fx humerus, condyle nos, closed","fracture of unspecified condyle(s) of humerus, closed"
812.49,"fx lower humerus nec, closed",other closed fractures of lower end of humerus
812.5,"fx, humerus, lower end, open","fracture of lower end of humerus, open"
812.50,"fx lower humerus nos, open","fracture of unspecified part of lower end of humerus, open"
812.51,"fx, supracondylar humerus, open","supracondylar fracture of humerus, open"
812.52,"fx humerus, lateral condyle, open","fracture of lateral condyle of humerus, open"
812.53,"fx humerus, medial condyle, open","fracture of medial condyle of humerus, open"
812.54,"fx humerus, condyle nos, open","fracture of unspecified condyle(s) of humerus, open"
812.59,"fx lower humerus nec, open","other fracture of lower end of humerus, open"
813,"fx, fracture, radius and ulna",fracture of radius and ulna
813.0,"fracture, radius/ulna, upper end","fracture of upper end of radius and ulna, closed"
813.00,"fx upper forearm nos, closed","closed fracture of upper end of forearm, unspecified"
813.01,"fx olecranon process ulna, closed","fracture of olecranon process of ulna, closed"
813.02,"fx coronoid process ulna, closed","fracture of coronoid process of ulna, closed"
813.03,"fx, monteggia's, closed","fracture of radius and ulna, upper end, open monteggia's fracture"
813.04,"fx upper ulna nec/nos, closed",other and unspecified closed fractures of proximal end of ulna (alone)
813.05,"fx radius head, closed","fracture of head of radius, closed"
813.06,"fx radius neck, closed","fracture of neck of radius, closed"
813.07,"fx prox end radius nec/nos, closed",other and unspecified closed fractures of proximal end of radius (alone)
813.08,"fx upper end radius w/ulna, closed","fracture of radius with ulna, upper end (any part), closed"
813.1,"fracture of radius/ulna, lower end","fracture of upper end of radius and ulna, open"
813.10,"fx upper forearm nos, open","open fracture of upper end of forearm, unspecified"
813.11,"fx olecranon process ulna, open","fracture of olecranon process of ulna, open"
813.12,"fx coronoid process ulna, open","fracture of coronoid process of ulna, open"
813.13,"fx, monteggia's, open","fracture of radius and ulna, upper end, closed, monteggia's fracture"
813.14,"fx upper ulna nec/nos, open",other and unspecified open fractures of proximal end of ulna (alone)
813.15,"fx radius head, open","fracture of head of radius, open"
813.16,"fx radius neck, open","fracture of neck of radius, open"
813.17,"fx prox end radius nec/nos, open",other and unspecified open fractures of proximal end of radius (alone)
813.18,"fx upper end radius w/ulna, open","fracture of radius with ulna, upper end (any part), open"
813.2,fracture of radius and ulna shaft,"fracture of shaft of radius and ulna, closed"
813.20,"fx shaft forearm nos, closed","fracture of shaft of radius or ulna, unspecified, closed"
813.21,"fx radius shaft, closed","fracture of shaft of radius (alone), closed"
813.22,"fx ulna shaft, closed","fracture of shaft of ulna (alone), closed"
813.23,"fx shaft radius w/ulna, closed","fracture of shaft of radius with ulna, closed"
813.3,fracture of radius and ulna shaft,"fracture of shaft of radius and ulna, open"
813.30,"fx shaft forearm nos, open","fracture of shaft of radius or ulna, unspecified, open"
813.31,"fx radius shaft, open","fracture of shaft of radius (alone), open"
813.32,"fx ulna shaft, open","fracture of shaft of ulna (alone), open"
813.33,"fx shaft radius w/ulna, open","fracture of shaft of radius with ulna, open"
813.4,"fracture, radius/ulna, lower end","fracture of lower end of radius and ulna, closed"
813.40,"fx lower forearm nos, closed","closed fracture of lower end of forearm, unspecified"
813.41,"fx, colles' fracture, closed","fracture of lower end of radius and ulna, closed, colles' fracture"
813.42,"fx distal radius nec, closed",other closed fractures of distal end of radius (alone)
813.43,"fx distal ulna, closed","fracture of distal end of ulna (alone), closed"
813.44,"fx lower radius w/ulna, closed","fracture of lower end of radius with ulna, closed"
813.45,"fx torus, radius",torus fracture of radius
813.5,"fracture of radius/ulna, lower end","fracture of lower end of radius and ulna, open"
813.50,"fx lower forearm nos, open","open fracture of lower end of forearm, unspecified"
813.51,"fx, colles', open","open fracture of lower end of radius and forearm, open, colles' fracture"
813.52,"fx distal radius nec, open",other open fractures of distal end of radius (alone)
813.53,"fx distal ulna, open","fracture of distal end of ulna (alone), open"
813.54,"fx lower radius w/ulna, open","fracture of lower end of radius with ulna, open"
813.8,fracture of radius/ulna nos,"fracture of radius and ulna, unspecified part, closed"
813.80,"fracture forearm nos, closed",closed fracture of unspecified part of forearm
813.81,"fracture radius nos, closed","fracture of unspecified part of radius (alone), closed"
813.82,"fracture ulna nos, closed","fracture of unspecified part of ulna (alone), closed"
813.83,"fx radius w/ulna nos, closed","fracture of unspecified part of radius with ulna, closed"
813.9,fracture of radius/ulna nos,"fracture of radius and ulna, unspecified part, open"
813.90,"fracture forearm nos, open","fracture of unspecified part of forearm, open"
813.91,"fracture radius nos, open","fracture of unspecified part of radius (alone), open"
813.92,"fracture ulna nos, open","fracture of unspecified part of ulna (alone), open"
813.93,"fx radius w/ulna nos, open","fracture of unspecified part of radius with ulna, open"
814,fracture of carpal bone(s),fracture of carpal bone(s)
814.0,"fx, carpal, closed",closed fractures of carpal bones
814.00,"fx carpal bone nos, closed","closed fracture of carpal bone, unspecified"
814.01,"fx navicular, wrist, closed",closed fracture of navicular (scaphoid) bone of wrist
814.02,"fx lunate bone, wrist, closed",closed fracture of lunate (semilunar) bone of wrist
814.03,"fx triquetral bone, wrist, closed",closed fracture of triquetral (cuneiform) bone of wrist
814.04,"fx pisiform, closed",closed fracture of pisiform bone of wrist
814.05,"fx trapezium bone, closed",closed fracture of trapezium bone (larger multangular) of wrist
814.06,"fx trapezoid bone, closed",closed fracture of trapezoid bone (smaller multangular) of wrist
814.07,"fx capitate bone, closed",closed fracture of capitate bone (os magnum) of wrist
814.08,"fx hamate bone, closed",closed fracture of hamate (unciform) bone of wrist
814.09,"fx carpal bone nec, closed",closed fracture of other bone of wrist
814.1,"fx, carpal, open",open fractures of carpal bones
814.10,"fx carpal bone nos, open","open fracture of carpal bone, unspecified"
814.11,"fx navicular, wrist, open",open fracture of navicular (scaphoid) bone of wrist
814.12,"fx lunate bone, wrist, open",open fracture of lunate (semilunar) bone of wrist
814.13,"fx triquetral bone, wrist, open",open fracture of triquetral (cuneiform) bone of wrist
814.14,"fx pisiform, open",open fracture of pisiform bone of wrist
814.15,"fx trapezium bone, open",open fracture of trapezium bone (larger multangular) of wrist
814.16,"fx trapezoid bone, open",open fracture of trapezoid bone (smaller multangular) of wrist
814.17,"fx capitate bone, open",open fracture of capitate bone (os magnum) of wrist
814.18,"fx hamate bone, open",open fracture of hamate (unciform) bone of wrist
814.19,"fx carpal bone nec, open",open fracture of other bone of wrist
815,"fracture, metacarpal bone(s)",fracture of metacarpal bone(s)
815.0,"fx, metacarpal, closed",closed fracture of metacarpal bones
815.00,"fx metacarpal bone nos, closed","closed fracture of metacarpal bone(s), site unspecified"
815.01,"fx thumb base metacarpal, closed",closed fracture of base of thumb (first) metacarpal
815.02,"fx metacarpal base nec, closed",closed fracture of base of other metacarpal bone(s)
815.03,"fx metacarpal shaft, closed",closed fracture of shaft of metacarpal bone(s)
815.04,"fx metacarpal neck, closed",closed fracture of neck of metacarpal bone(s)
815.09,"fx, metacarpus, mult sites, closed",closed fracture of multiple sites of metacarpus
815.1,"fx, metacarpal fracture, open",open fracture of metacarpal bones
815.10,"fx metacarpal bone nos, open","open fracture of metacarpal bone(s), site unspecified"
815.11,"fx thumb base metacarpal, open",open fracture of base of thumb (first) metacarpal
815.12,"fx metacarpal base nec, open",open fracture of base of other metacarpal bone(s)
815.13,"fx metacarpal shaft, open",open fracture of shaft of metacarpal bone(s)
815.14,"fx metacarpal neck, open",open fracture of neck of metacarpal bone(s)
815.19,"fx metacarpus, multiple sites, open",open fracture of multiple sites of metacarpus
816,"fracture, phalanges of hand",fracture of one or more phalanges of hand
816.0,"fx, phalanges, hand, closed",closed fracture of one or more phalanges of hand
816.00,"fx phalanx, hand nos, closed","closed fracture of phalanx or phalanges of hand, unspecified"
816.01,"fx mid/prox phalanx, hand, closed",closed fracture of middle or proximal phalanx or phalanges of hand
816.02,"fx distal phalanx, hand, closed",closed fracture of distal phalanx or phalanges of hand
816.03,"fx mult phalanx, hand, closed",closed fracture of multiple sites of phalanx or phalanges of hand
816.1,"fx, phalanges, hand, open",open fracture of one or more phalanges of hand
816.10,"fx phalanx, hand nos, open","open fracture of phalanx or phalanges of hand, unspecified"
